name,online_order,book_table,rate,votes,location,rest_type,cost_for_two_people
Kaulige Millet Corner,True,False,3.3,4,Basavanagudi,Quick Bites,150
Ifruit Ice Cream,True,False,3.3,4,Kumaraswamy Layout,Dessert Parlor,150
Havmor,True,False,3.8,21,Basavanagudi,Dessert Parlor,200
Grand Food,True,False,3.4,8,Banashankari,"Quick Bites, Bakery",250
Dining Hut,True,False,3.0,10,Kumaraswamy Layout,Quick Bites,400
Desi Swaad,True,False,3.0,10,Kumaraswamy Layout,Quick Bites,400
Yummy Momos,True,False,3.2,4,Kumaraswamy Layout,Quick Bites,200
Masale Daan,True,False,3.1,4,Banashankari,Delivery,350
Grow Fit,True,False,3.6,16,JP Nagar,"Takeaway, Delivery",500
Lassi Spot,True,False,3.3,4,Kumaraswamy Layout,Beverage Shop,100
Sandwich Hub,True,False,3.4,12,Jayanagar,Quick Bites,300
Udupi Sri Krishna Cafe,True,False,3.9,14,Jayanagar,Casual Dining,600
Starlite Bakery & Fastfood,True,False,3.7,0,Jayanagar,Quick Bites,300
Veganbreak24x7,True,False,2.8,5,City Market,"Takeaway, Delivery",199
Aadhya Hotel,True,False,3.3,5,Basavanagudi,"Casual Dining, Bar",800
Dodda Mane Baaduta,True,False,3.0,15,Banashankari,Quick Bites,250
Swadd Kitchen,True,False,3.4,4,Basavanagudi,Casual Dining,500
Happy Chopsticks,True,False,3.6,17,Basavanagudi,Quick Bites,300
Udupi Upachar,True,False,3.3,6,Banashankari,Quick Bites,500
Davanagere Benne Dose Hut,True,False,3.4,10,Banashankari,Quick Bites,100
Jalsa,True,True,4.1,775,Banashankari,Casual Dining,800
Subz,True,True,4.2,2022,Jayanagar,Casual Dining,1000
Cafe Shuffle,True,True,4.2,150,Banashankari,Cafe,600
Mint and Mustard,True,False,4.0,232,Basavanagudi,Casual Dining,750
Chinese Square,True,False,3.9,38,Basavanagudi,Quick Bites,200
Punjabi Raswada,True,True,3.0,431,Jayanagar,Casual Dining,800
Vinny's,True,True,4.2,2115,Banashankari,Casual Dining,800
Chetty's Corner,True,False,3.4,30,Uttarahalli,Quick Bites,200
Kapoor's Cafe,True,False,4.2,150,Jayanagar,Casual Dining,800
Donne Biryani & Kabab Corner,True,False,3.3,12,Kumaraswamy Layout,Quick Bites,200
Sukh Sagar,True,False,3.8,155,Jayanagar,Casual Dining,450
S M V Snacks Corner,True,False,3.7,33,Basavanagudi,Quick Bites,200
Andhra Ruchulu,True,True,4.1,666,Jayanagar,"Casual Dining, Bar",1000
Steaming Mugs,True,False,3.9,240,Basavanagudi,Cafe,700
San Churro Cafe,True,False,3.8,918,Banashankari,"Cafe, Casual Dining",800
Rajathadri Food Fort,True,False,4.0,465,Jayanagar,Casual Dining,600
Brew Meister,True,True,4.1,970,Jayanagar,"Microbrewery, Casual Dining",1500
Rasoi,True,False,3.3,128,Banashankari,Quick Bites,300
Mr. Singh Da Dhaba,True,False,3.6,241,Kumaraswamy Layout,Quick Bites,300
Kababs N Biryani,True,False,3.4,22,Banashankari,Quick Bites,200
Ayodhya Upachar,True,False,4.3,734,Banashankari,Quick Bites,200
Biriyani Mane,True,False,3.8,130,Jayanagar,Quick Bites,400
Cafe Ajfan,True,False,4.2,261,Jayanagar,Cafe,700
Brundhavana Food Point,True,False,4.0,191,Kumaraswamy Layout,Quick Bites,300
SLV Corner Restaurant,True,False,4.1,364,Basavanagudi,Casual Dining,550
Hotel New Karavali,True,False,3.8,133,Banashankari,Quick Bites,300
The Krishna Grand,True,False,3.9,888,Banashankari,Casual Dining,750
360 Atoms Restaurant And Cafe,True,False,3.1,13,Banashankari,Cafe,400
Roti Ghar,True,False,3.9,750,Basavanagudi,Casual Dining,500
The Coffee Shack,True,True,4.2,164,Banashankari,Cafe,500
Kettle & Kegs,True,False,3.2,6,Banashankari,Delivery,200
Baisakhi,True,False,3.8,527,Basavanagudi,Casual Dining,500
Corner House Ice Cream,False,False,4.3,345,Banashankari,Dessert Parlor,400
Poonam Sweets,False,False,4.4,356,Banashankari,Sweet Shop,150
XO Belgian Waffle,True,False,3.7,17,Banashankari,Dessert Parlor,400
Old Mumbai Ice Cream,True,False,3.9,38,Banashankari,Dessert Parlor,150
Cake of the Day,False,False,3.7,78,Banashankari,"Bakery, Dessert Parlor",150
Amma's Pastries,False,False,3.8,60,Banashankari,Dessert Parlor,400
Kanti Sweets,True,False,4.0,115,Banashankari,Sweet Shop,400
Sugar Rush,False,False,3.8,39,Banashankari,Bakery,300
Polar Bear,True,False,3.9,116,Banashankari,Dessert Parlor,400
San Churro Cafe,True,False,3.8,918,Banashankari,"Cafe, Casual Dining",800
Anand Sweets and Savouries,False,False,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400
Ibaco,True,False,3.9,41,Banashankari,Dessert Parlor,300
Kirthi's Biryani,True,False,3.8,144,Banashankari,Cafe,700
The Lassi and Juice Park,False,False,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor",150
Stoned Monkey,True,False,4.3,860,Banashankari,Dessert Parlor,500
Parimala Sweets,False,False,3.0,14,Banashankari,Sweet Shop,200
The Big O Bakes,False,False,4.0,66,Banashankari,Bakery,300
Shree Mahalakshmi Sweets,True,False,3.2,8,Banashankari,Sweet Shop,100
Keventers,True,False,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400
Dessert Rose,False,False,3.0,7,Banashankari,Dessert Parlor,500
Thanco's Natural Ice Creams,False,False,3.2,9,Banashankari,Dessert Parlor,300
Corner Stone,False,False,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300
Kaggis,False,False,3.8,64,Banashankari,Quick Bites,250
Cocoa Bakes,True,False,3.6,14,Banashankari,Bakery,350
Floured-Baked With Love,False,False,3.8,45,Banashankari,"Takeaway, Delivery",400
CAFE NOVA,False,False,3.2,11,Banashankari,Cafe,600
Cakes & Slices,False,False,3.0,13,Banashankari,Bakery,300
Arun Ice Cream,False,False,3.4,7,Banashankari,Dessert Parlor,150
Just Bake,False,False,3.4,8,Banashankari,Bakery,400
Kwality Wall's Swirl's Happiness Station,False,False,2.9,25,Banashankari,Dessert Parlor,200
Sweet N Swirl,False,False,3.2,17,Banashankari,Dessert Parlor,150
Sweet Truth,True,False,3.9,35,Banashankari,Delivery,500
Waffle-A-Go Go,True,False,3.9,70,Banashankari,Dessert Parlor,400
Sri Venkateshwara Sweet Meat Stall,False,False,4.0,98,Basavanagudi,"Sweet Shop, Quick Bites",400
Baskin Robbins,False,False,3.7,25,Basavanagudi,Dessert Parlor,250
Redberrys,True,False,4.0,219,Basavanagudi,Cafe,600
Amande Patisserie,True,False,4.0,73,Basavanagudi,Bakery,300
Srinivasa Brahmins Bakery,False,False,3.6,16,Basavanagudi,"Bakery, Quick Bites",150
Jain Bakes,False,False,3.6,8,Basavanagudi,Bakery,250
Cake Ghar,True,False,3.8,15,Basavanagudi,Bakery,400
KC Das - Sweet Spot,False,False,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites",200
Diabetics Dezire Sugarless Sweets and Bakes,True,False,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",300
Cake Yard,True,False,3.3,9,Basavanagudi,Dessert Parlor,250
Iceberg Icecreams,True,False,4.0,43,Basavanagudi,Dessert Parlor,250
A2B Veg - Adyar Ananda Bhavan,True,False,2.7,97,Basavanagudi,Casual Dining,400
Sri Krishna Sweets,True,False,3.7,22,Basavanagudi,Sweet Shop,250
Cake Art,False,False,3.0,15,Basavanagudi,"Bakery, Quick Bites",400
Asha Sweets Centre,True,False,3.6,27,Basavanagudi,Dessert Parlor,250
The Krishna Grand,True,False,3.9,888,Banashankari,Casual Dining,750
Sea Spice by 7 Star,True,True,4.0,349,Banashankari,Casual Dining,1200
Mini Punjabi Dhaba,True,False,4.2,287,Banashankari,Quick Bites,350
Onesta,True,True,4.6,2556,Banashankari,"Casual Dining, Cafe",600
Wamama,True,True,4.2,354,Banashankari,Casual Dining,800
Jalsa,True,True,4.1,775,Banashankari,Casual Dining,800
Vinny's,True,True,4.2,2115,Banashankari,Casual Dining,800
Jcubez,False,True,3.8,977,Banashankari,Lounge,1300
Gustoes Beer House,False,False,4.1,868,Banashankari,Pub,1200
Penthouse Cafe,True,False,4.0,324,Banashankari,Cafe,700
Spice Elephant,True,False,4.1,787,Banashankari,Casual Dining,800
Smacznego,True,False,4.2,504,Banashankari,Cafe,550
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,True,False,4.1,402,Banashankari,Cafe,500
Cafe Shuffle,True,True,4.2,150,Banashankari,Cafe,600
The Coffee Shack,True,True,4.2,164,Banashankari,Cafe,500
Peppy Peppers,False,False,4.2,244,Banashankari,Casual Dining,800
Anna Kuteera,True,False,4.0,771,Banashankari,Casual Dining,450
Szechuan Dragon,True,False,4.2,1647,Banashankari,Casual Dining,600
1947,False,True,4.0,808,Banashankari,Casual Dining,850
Caf-Eleven,False,False,4.0,424,Banashankari,Cafe,450
Thamboola,True,False,3.9,135,Banashankari,Casual Dining,800
Havyaka Mess,False,False,3.9,28,Banashankari,Mess,300
San Churro Cafe,True,False,3.8,918,Banashankari,"Cafe, Casual Dining",800
Cafe Vivacity,True,False,3.8,90,Banashankari,Cafe,650
Chung Wah,True,False,3.9,519,Banashankari,Casual Dining,900
Vietnamese Kitchen,True,False,3.6,105,Banashankari,Casual Dining,700
Blue Wings Bar & Restaurant,False,False,3.7,43,Banashankari,"Bar, Casual Dining",700
Anand Sweets and Savouries,False,False,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400
Catch-up-ino,True,False,3.9,133,Banashankari,Cafe,800
Kirthi's Biryani,True,False,3.8,144,Banashankari,Cafe,700
T3H Cafe,False,False,3.9,93,Banashankari,Cafe,300
Srikrishna Bhavan,True,False,3.8,42,Banashankari,Quick Bites,300
Dal Tadkaa,True,False,2.0,247,Banashankari,Casual Dining,500
360 Atoms Restaurant And Cafe,True,False,3.1,13,Banashankari,Cafe,400
New Imperial Restaurant,False,False,3.7,39,Banashankari,Casual Dining,450
The Vintage Cafe,True,False,3.0,62,Banashankari,Cafe,400
Green Gardenia,True,False,3.8,160,Banashankari,Casual Dining,700
Parimala Sweets,False,False,3.0,14,Banashankari,Sweet Shop,200
Vaishali Deluxe,False,False,3.8,42,Banashankari,Casual Dining,700
Paradise Premium,True,False,3.1,119,Banashankari,Casual Dining,700
Kadala Tarangaa,True,False,3.6,129,Banashankari,Casual Dining,600
Vi Ra's Bar and Restaurant,False,False,3.3,62,Banashankari,Bar,800
Sri Yaksha Shiv Sagar,True,False,3.6,24,Banashankari,Casual Dining,600
Nandhini Deluxe,False,False,2.6,283,Banashankari,Casual Dining,600
Corner Stone,False,False,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300
Karavali Fish Center,False,False,3.4,10,Banashankari,Quick Bites,300
Ayda Persian Kitchen,False,False,3.7,39,Banashankari,Casual Dining,950
J Spice,True,False,3.8,59,Banashankari,Casual Dining,750
Swadesh Tadka,True,False,3.0,179,Banashankari,Casual Dining,600
Iyer's Tiffin Centre,False,False,3.8,62,Banashankari,Quick Bites,150
Kydz Adda,False,False,3.4,6,Banashankari,Casual Dining,500
K27 - The Pub,False,False,3.1,30,Banashankari,Bar,1000
Kotian Karavali Restaurant,False,False,3.0,10,Banashankari,Quick Bites,300
Food Box Cafe,False,False,3.6,36,Banashankari,Casual Dining,500
Hide Out Cafe,False,False,3.7,31,Banashankari,Cafe,300
CAFE NOVA,False,False,3.2,11,Banashankari,Cafe,600
Darbar,False,False,3.0,98,Banashankari,Bar,800
Sri Ganesh Juice and Chats,False,False,3.0,18,Banashankari,"Beverage Shop, Quick Bites",150
Manifest Cafe,False,False,3.0,10,Banashankari,Casual Dining,500
Beijing Bites,False,False,2.7,128,Banashankari,Casual Dining,850
The Pizzeria,True,False,2.8,45,Banashankari,Casual Dining,800
Sri Krishna Sagar,True,False,3.2,119,Banashankari,Casual Dining,400
Lassi Stop,True,False,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150
Sea Green Cafe,False,False,3.3,4,Banashankari,Cafe,500
As On Fire,True,False,3.0,41,South Bangalore,Food Truck,400
Pizza Hut,True,False,3.7,405,Banashankari,Casual Dining,750
New Prashanth Hotel,True,False,3.9,388,Banashankari,Casual Dining,650
Taaza Thindi,False,False,4.7,651,Banashankari,Quick Bites,100
Ayodhya Upachar,True,False,4.3,734,Banashankari,Quick Bites,200
Petoo,False,False,3.7,21,Banashankari,Quick Bites,450
Roving Feast,False,False,4.0,1047,Banashankari,Quick Bites,450
KFC,True,False,3.8,505,Banashankari,Quick Bites,450
Five Star Chicken,False,False,3.6,55,Banashankari,Quick Bites,200
Gama Gama,True,False,3.9,264,Banashankari,Quick Bites,200
Hotel New Karavali,True,False,3.8,133,Banashankari,Quick Bites,300
McDonald's,True,False,3.9,286,Banashankari,Quick Bites,500
Sri Laxmi Venkateshwara Coffee Bar,False,False,4.4,343,Banashankari,Quick Bites,100
Bhattara Bhojana,True,False,3.6,66,Banashankari,Quick Bites,150
Davanagere Benne Dose Hut,True,False,3.4,10,Banashankari,Quick Bites,100
Utsav Restaurant,True,False,3.8,61,Banashankari,Quick Bites,300
Messy Bowl,False,False,3.8,70,Banashankari,Quick Bites,500
Devanna Dum Biriyani Centre,True,False,3.6,28,Banashankari,Quick Bites,300
Janahaar,True,False,3.8,70,Banashankari,Quick Bites,100
Stop 'N' Joy,True,False,3.8,28,Banashankari,Quick Bites,150
Dodda Mane Baaduta,True,False,3.0,15,Banashankari,Quick Bites,250
Chickpet Donne Biryani House,True,False,3.8,131,Banashankari,Quick Bites,250
Brahmin Cafe,False,False,3.8,19,Banashankari,Quick Bites,150
Chumma Delicious,True,False,3.7,237,Banashankari,Quick Bites,200
Udupi Upachar,True,False,3.3,6,Banashankari,Quick Bites,500
Bengaluru Coffee House,True,False,4.1,201,Banashankari,Quick Bites,300
Foodiction,True,False,2.8,506,Banashankari,Quick Bites,500
The Biryani Cafe,False,False,4.1,520,Banashankari,Quick Bites,300
Banashankari Donne Biriyani,True,False,3.8,104,Banashankari,Quick Bites,300
Addhuri Udupi Bhojana,False,False,3.7,88,Banashankari,Quick Bites,300
Vasanth Vihar - Since 1965,True,False,3.6,95,Banashankari,Quick Bites,150
Subway,True,False,3.7,136,Banashankari,Quick Bites,600
SGS Non Veg - Gundu Pulav,True,False,3.8,101,Banashankari,Quick Bites,400
Udupi Ruchi Grand,True,False,4.2,60,Banashankari,Quick Bites,200
Hotel Mangala,False,False,3.9,88,Banashankari,Quick Bites,250
Simple Thindies,False,False,3.0,8,Banashankari,Quick Bites,200
Rolls On Wheels,False,False,3.4,145,Banashankari,Quick Bites,300
Chilli Flakes,True,False,3.6,46,Banashankari,Quick Bites,500
Kababs N Biryani,True,False,3.4,22,Banashankari,Quick Bites,200
Udupi Ruchi,True,False,3.9,57,Banashankari,Quick Bites,200
SLV Swadishta,False,False,3.8,189,Banashankari,Quick Bites,300
Kolbeh,False,False,3.7,22,Banashankari,Quick Bites,500
Kolkata Kathi Roll's,True,False,3.6,18,Banashankari,Quick Bites,250
Mylari Biryani Family Restaurant,True,False,3.7,73,Banashankari,Quick Bites,400
Upahar Sagar,False,False,3.8,39,Banashankari,Quick Bites,350
Domino's Pizza,True,False,3.9,540,Banashankari,Quick Bites,800
New Sagar Fast Food,False,False,3.6,71,Banashankari,Quick Bites,250
Namma Biryani,True,False,3.6,24,Banashankari,Quick Bites,250
Parama Ruchi,False,False,3.0,11,Banashankari,Quick Bites,300
Thrilok Restaurant,False,False,3.4,9,Banashankari,Quick Bites,350
Meat And Eat,False,False,3.0,12,Banashankari,Quick Bites,500
Ande Ka Funda,True,False,3.8,120,Banashankari,Quick Bites,250
Dakshin Grand,True,False,3.0,82,Banashankari,Quick Bites,300
Chicken Hunt,True,False,3.0,88,Banashankari,Quick Bites,350
Maruthi Davangere Benne Dosa,True,False,4.0,17,Banashankari,Quick Bites,150
Pizza Stop,True,False,3.0,87,Banashankari,Quick Bites,600
Madhappa Hindu Military Hotel,True,False,3.4,14,Banashankari,Quick Bites,300
Krishna Sagar,False,False,3.0,31,Banashankari,Quick Bites,200
Hanumanthanagar Biryani Junction,False,False,3.0,17,Banashankari,Quick Bites,300
Faasos,True,False,4.2,415,Banashankari,Quick Bites,500
Rasoi,True,False,3.3,128,Banashankari,Quick Bites,300
SLV Refreshment,False,False,4.1,94,Banashankari,Quick Bites,100
Kaggis,False,False,3.8,64,Banashankari,Quick Bites,250
Chatar Patar,False,False,3.7,65,Banashankari,Quick Bites,300
Seven Star,True,False,3.4,7,Banashankari,Quick Bites,250
SVKP Daily Fresh,False,False,3.3,5,Banashankari,Quick Bites,350
Kidambi's Kitchen,False,False,3.0,52,Banashankari,Quick Bites,300
Ruchi's Corner,True,False,2.7,123,Banashankari,Quick Bites,200
Tandoori Knight,True,False,3.0,290,Banashankari,Quick Bites,450
Utsav,True,False,3.7,59,Banashankari,Quick Bites,200
Mane Thindi,False,False,3.7,130,Banashankari,Quick Bites,200
Fast And Fresh,True,False,2.8,91,Banashankari,Quick Bites,400
New Gowda's Fried Chicken,True,False,3.3,12,Banashankari,Quick Bites,300
Juicy Momos,True,False,3.0,80,Banashankari,Quick Bites,250
Donne Biriyani House,True,False,3.9,441,Banashankari,Quick Bites,400
Srinagar Kabab Corner,False,False,3.4,10,Banashankari,Quick Bites,250
Sri Venkateshwara Chat Centre,False,False,3.0,12,Banashankari,Quick Bites,100
Vinay Bhel Corner,False,False,3.4,7,Banashankari,Quick Bites,100
Spice 9,False,False,3.4,8,Banashankari,Quick Bites,300
Naveen Kabab & Biriyani Mane,False,False,3.2,9,Banashankari,Quick Bites,300
Nandi Chats and Juice,False,False,3.6,47,Banashankari,Quick Bites,150
Atithi Point Ande Ka Funda,False,False,3.1,29,Banashankari,Quick Bites,150
Just Shawarma,True,False,3.8,66,Banashankari,Quick Bites,300
Aramane Donne Biryani,True,False,3.1,28,Banashankari,Quick Bites,200
FOOD ADDA,False,False,3.2,4,Banashankari,Quick Bites,200
New Mangalore Lunch Home,False,False,3.3,7,Banashankari,Quick Bites,200
Hotel Nisarga,False,False,3.2,5,Banashankari,Quick Bites,250
Coffee Bytes,False,False,3.1,6,Banashankari,Quick Bites,100
Parjanya Chat Zone,False,False,3.3,17,Banashankari,Quick Bites,200
Yo Roll Corner,False,False,3.0,27,Banashankari,Quick Bites,200
New Quality Dum Biryani,False,False,3.1,9,Banashankari,Quick Bites,200
Sri Lakshmi Kabab Center,False,False,3.3,4,Banashankari,Quick Bites,200
Tasty Bites,False,False,3.7,21,Banashankari,Quick Bites,150
Raams Chicken,False,False,3.6,22,Banashankari,Quick Bites,300
Panchami,False,False,3.0,15,Banashankari,Quick Bites,300
VEGeatz,True,False,3.4,19,Banashankari,Quick Bites,200
Grand Food,True,False,3.4,8,Banashankari,"Quick Bites, Bakery",250
Matru Sagar,True,False,3.6,84,Banashankari,Quick Bites,250
Kavali,False,False,4.0,42,Banashankari,Quick Bites,300
Bunt's Biriyani Palace,True,False,3.0,213,Banashankari,Quick Bites,400
Funjabi Curries,True,False,2.9,11,Banashankari,Quick Bites,500
Udupi Upahar,True,False,3.8,58,Banashankari,Quick Bites,300
Ranganna Military Hotel,False,False,4.2,725,Jayanagar,Quick Bites,350
Roti Ghar,True,False,3.9,750,Basavanagudi,Casual Dining,500
Grand Village,False,False,3.8,166,Basavanagudi,Casual Dining,600
Vidyarthi Bhavan,False,False,4.4,4460,Basavanagudi,Quick Bites,150
Bharjari Oota,False,False,3.9,153,Basavanagudi,Casual Dining,350
Gokul Veg,True,False,3.8,469,Basavanagudi,Casual Dining,750
SLV Corner Restaurant,True,False,4.1,364,Basavanagudi,Casual Dining,550
Timepass Dinner,True,False,3.8,286,Basavanagudi,Casual Dining,600
Baisakhi,True,False,3.8,527,Basavanagudi,Casual Dining,500
Eat Repeat,True,False,3.9,101,Basavanagudi,Quick Bites,150
Sri Guru Kottureshwara Davangere Benne Dosa,True,False,4.1,558,Basavanagudi,Quick Bites,150
Bridgeway,False,False,3.8,94,Mysore Road,Casual Dining,550
Srinathji's Cafe,False,False,3.8,148,Basavanagudi,"Casual Dining, Cafe",550
Soho Bar & Grill,False,False,2.7,377,Basavanagudi,Pub,1100
Kollapuri's,False,False,3.9,206,Basavanagudi,Quick Bites,450
Aadhya Hotel,True,False,3.3,5,Basavanagudi,"Casual Dining, Bar",800
Bhavani Restaurant,False,False,3.9,100,Basavanagudi,Quick Bites,300
Puliyogare Point,True,False,4.2,444,Basavanagudi,Quick Bites,100
Zephyr,False,False,3.9,133,Basavanagudi,Casual Dining,650
Redberrys,True,False,4.0,219,Basavanagudi,Cafe,600
Hotel Dwarka,False,False,4.2,253,Basavanagudi,Quick Bites,250
Nisarga Garden Restaurant,False,False,3.4,51,Basavanagudi,Quick Bites,350
Ma-Arya Family Restaurant,False,False,3.7,61,Basavanagudi,Casual Dining,600
A2B - Adyar Ananda Bhavan,True,False,3.8,155,Mysore Road,Casual Dining,400
Ragoo's,True,False,3.9,233,Jayanagar,Casual Dining,800
Imperial Restaurant,True,False,3.7,264,Mysore Road,Casual Dining,750
New Prashanth Hotel,False,False,3.9,66,Basavanagudi,Casual Dining,400
Udupi Sri Krishna Bhavan,False,False,4.1,238,Basavanagudi,Quick Bites,600
Chinese Kitchen,True,False,3.8,58,Basavanagudi,Quick Bites,150
Vijayalakshmi,True,False,3.9,47,Basavanagudi,Quick Bites,200
Nammura Donne Biriyani,True,False,3.0,155,Basavanagudi,Quick Bites,400
Curry Leaves,True,False,4.1,176,Basavanagudi,Casual Dining,800
Goli Vada Pav No. 1,True,False,3.7,93,Basavanagudi,Quick Bites,200
Ice Thunder,False,False,3.8,124,Basavanagudi,Quick Bites,300
South Kitchen,True,False,4.3,275,Basavanagudi,Quick Bites,100
Upahara Darshini,False,False,4.2,254,Basavanagudi,Quick Bites,150
Mahalaxmi Tiffin Room,False,False,4.1,177,Basavanagudi,Quick Bites,100
Starlite Bakery & Fastfood,True,False,3.7,23,Jayanagar,Quick Bites,300
Sandwichwallas,True,False,4.0,132,Basavanagudi,Quick Bites,200
J K Fish Land,True,False,3.6,35,Jayanagar,Quick Bites,300
Udupi Grand,True,False,3.8,74,Basavanagudi,Quick Bites,300
Chinese Square,True,False,3.9,38,Basavanagudi,Quick Bites,200
Castle Rock,True,False,3.6,172,Uttarahalli,Casual Dining,700
Swadd Kitchen,True,False,3.4,4,Basavanagudi,Casual Dining,500
Kamat Bugle Rock,True,False,3.9,543,Basavanagudi,Quick Bites,300
Basavanagudi Mylari,False,False,4.0,52,Basavanagudi,Quick Bites,300
RS Shiv Sagar,False,False,3.7,217,Basavanagudi,Casual Dining,450
New Prashanth Hotel,False,False,2.9,34,Basavanagudi,Casual Dining,750
Shrinidhi Military Hotel,False,False,3.3,6,Basavanagudi,Quick Bites,300
